group,actor,recipient,category,start,stop,duration
GH030423,13,1,none,0,7192,7193
GH030423,13,10,none,0,7192,7193
GH030423,13,11,none,0,3063,3064
GH030423,13,11,frontal_display,3064,3094,31
GH030423,13,11,none,3095,3138,44
GH030423,13,11,dart_bite,3139,3163,25
GH030423,13,11,none,3164,3176,13
GH030423,13,11,dart_bite,3177,3214,38
GH030423,13,11,none,3215,3228,14
GH030423,13,11,dart_bite,3229,3274,46
GH030423,13,11,none,3275,5571,2297
GH030423,13,11,lateral_display,5572,5617,46
GH030423,13,11,none,5618,5661,44
GH030423,13,11,frontal_display,5662,5714,53
GH030423,13,11,none,5715,7192,1478
GH030423,13,12,none,0,7192,7193
GH030423,13,14,none,0,7192,7193
GH030423,13,2,none,0,7192,7193
GH030423,13,3,none,0,5336,5337
GH030423,13,3,frontal_display,5337,5371,35
GH030423,13,3,none,5372,5721,350
GH030423,13,3,frontal_display,5722,5767,46
GH030423,13,3,none,5768,7192,1425
GH030423,13,4,none,0,7192,7193
GH030423,13,5,none,0,131,132
GH030423,13,5,frontal_display,132,199,68
GH030423,13,5,chase,200,237,38
GH030423,13,5,none,238,5243,5006
GH030423,13,5,frontal_display,5244,5289,46
GH030423,13,5,none,5290,6013,724
GH030423,13,5,frontal_display,6014,6028,15
GH030423,13,5,none,6029,7192,1164
GH030423,13,6,none,0,7192,7193
GH030423,13,7,none,0,7192,7193
GH030423,13,8,none,0,7192,7193
GH030423,13,9,none,0,6168,6169
GH030423,13,9,frontal_display,6169,6207,39
GH030423,13,9,none,6208,7192,985
GH030423,14,0,none,0,7180,7181
GH030423,14,1,none,0,7192,7193
GH030423,14,10,none,0,104,105
GH030423,14,10,frontal_display,105,147,43
GH030423,14,10,none,148,2751,2604
GH030423,14,10,frontal_display,2752,2804,53
GH030423,14,10,none,2805,5222,2418
GH030423,14,10,frontal_display,5223,5325,103
GH030423,14,10,none,5326,6381,1056
GH030423,14,10,frontal_display,6382,6434,53
GH030423,14,10,none,6435,6799,365
GH030423,14,10,chase,6800,6845,46
GH030423,14,10,none,6846,6890,45
GH030423,14,10,frontal_display,6891,6942,52
GH030423,14,10,none,6943,7192,250
GH030423,14,11,none,0,2539,2540
GH030423,14,11,frontal_display,2540,2587,48
GH030423,14,11,none,2588,3691,1104
GH030423,14,11,approach,3692,3699,8
GH030423,14,11,none,3700,3712,13
GH030423,14,11,approach,3713,3744,32
GH030423,14,11,none,3745,7192,3448
GH030423,14,12,none,0,7192,7193
GH030423,14,13,none,0,7192,7193
GH030423,14,2,none,0,7192,7193
GH030423,14,3,none,0,7192,7193
GH030423,14,4,none,0,4814,4815
GH030423,14,4,approach,4815,4904,90
GH030423,14,4,none,4905,4905,1
GH030423,14,4,chase,4906,4924,19
GH030423,14,4,none,4925,4933,9
GH030423,14,4,chase,4934,4969,36
GH030423,14,4,none,4970,7192,2223
GH030423,14,5,none,0,6161,6162
GH030423,14,5,chase,6162,6207,46
GH030423,14,5,none,6208,6228,21
GH030423,14,5,chase,6229,6232,4
GH030423,14,5,none,6233,6282,50
GH030423,14,5,chase,6283,6292,10
GH030423,14,5,none,6293,6299,7
GH030423,14,5,chase,6300,6345,46
GH030423,14,5,none,6346,7192,847
GH030423,14,6,none,0,3888,3889
GH030423,14,6,dart_bite,3889,3927,39
GH030423,14,6,none,3928,7192,3265
GH030423,14,7,none,0,7192,7193
GH030423,14,8,none,0,7192,7193
GH030423,14,9,none,0,7192,7193
GH030423,2,0,none,0,7180,7181
GH030423,2,1,none,0,7192,7193
GH030423,2,10,none,0,7192,7193
GH030423,2,11,none,0,64,65
GH030423,2,11,frontal_display,65,88,24
GH030423,2,11,none,89,2586,2498
GH030423,2,11,quiver,2587,2647,61
GH030423,2,11,none,2648,2903,256
GH030423,2,11,frontal_display,2904,2949,46
GH030423,2,11,none,2950,6373,3424
GH030423,2,11,frontal_display,6374,6427,54
GH030423,2,11,none,6428,6516,89
GH030423,2,11,approach,6517,6599,83
GH030423,2,11,none,6600,7192,593
GH030423,2,12,none,0,990,991
GH030423,2,12,frontal_display,991,1039,49
GH030423,2,12,none,1040,5321,4282
GH030423,2,12,frontal_display,5322,5367,46
GH030423,2,12,none,5368,5381,14
GH030423,2,12,frontal_display,5382,5437,56
GH030423,2,12,none,5438,5514,77
GH030423,2,12,frontal_display,5515,5550,36
GH030423,2,12,none,5551,5586,36
GH030423,2,12,frontal_display,5587,5640,54
GH030423,2,12,none,5641,7192,1552
GH030423,2,13,none,0,7192,7193
GH030423,2,14,none,0,3101,3102
GH030423,2,14,dart_bite,3102,3162,61
GH030423,2,14,none,3163,7192,4030
GH030423,2,3,none,0,7192,7193
GH030423,2,4,none,0,7192,7193
GH030423,2,5,none,0,5881,5882
GH030423,2,5,chase,5882,5925,44
GH030423,2,5,none,5926,5993,68
GH030423,2,5,chase,5994,6030,37
GH030423,2,5,none,6031,6116,86
GH030423,2,5,chase,6117,6171,55
GH030423,2,5,none,6172,7192,1021
GH030423,2,6,none,0,7192,7193
GH030423,2,7,none,0,7192,7193
GH030423,2,8,none,0,4329,4330
GH030423,2,8,chase,4330,4360,31
GH030423,2,8,none,4361,7192,2832
GH030423,2,9,none,0,7192,7193
GH030423,3,0,none,0,7180,7181
GH030423,3,1,none,0,101,102
GH030423,3,1,approach,102,177,76
GH030423,3,1,none,178,5228,5051
GH030423,3,1,dart_bite,5229,5274,46
GH030423,3,1,none,5275,5306,32
GH030423,3,1,dart_bite,5307,5352,46
GH030423,3,1,none,5353,7192,1840
GH030423,3,10,none,0,7192,7193
GH030423,3,11,none,0,7192,7193
GH030423,3,12,none,0,7192,7193
GH030423,3,13,none,0,7192,7193
GH030423,3,14,none,0,3041,3042
GH030423,3,14,frontal_display,3042,3073,32
GH030423,3,14,none,3074,4691,1618
GH030423,3,14,frontal_display,4692,4729,38
GH030423,3,14,none,4730,7192,2463
GH030423,3,2,none,0,7192,7193
GH030423,3,4,none,0,7192,7193
GH030423,3,5,none,0,221,222
GH030423,3,5,frontal_display,222,267,46
GH030423,3,5,none,268,5093,4826
GH030423,3,5,dart_bite,5094,5132,39
GH030423,3,5,chase,5133,5165,33
GH030423,3,5,none,5166,5956,791
GH030423,3,5,chase,5957,6002,46
GH030423,3,5,none,6003,6586,584
GH030423,3,5,frontal_display,6587,6639,53
GH030423,3,5,none,6640,7192,553
GH030423,3,6,none,0,7192,7193
GH030423,3,7,none,0,4549,4550
GH030423,3,7,chase,4550,4587,38
GH030423,3,7,dart_bite,4588,4610,23
GH030423,3,7,none,4611,4616,6
GH030423,3,7,dart_bite,4617,4662,46
GH030423,3,7,none,4663,7192,2530
GH030423,3,8,none,0,4351,4352
GH030423,3,8,frontal_display,4352,4404,53
GH030423,3,8,none,4405,7192,2788
GH030423,3,9,none,0,3264,3265
GH030423,3,9,frontal_display,3265,3314,50
GH030423,3,9,lateral_display,3315,3376,62
GH030423,3,9,none,3377,7192,3816
GH030423,4,0,none,0,7180,7181
GH030423,4,1,none,0,7192,7193
GH030423,4,10,none,0,7192,7193
GH030423,4,11,none,0,7192,7193
GH030423,4,12,none,0,7192,7193
GH030423,4,13,none,0,7192,7193
GH030423,4,14,none,0,7192,7193
GH030423,4,2,none,0,7192,7193
GH030423,4,3,none,0,7192,7193
GH030423,4,5,none,0,7192,7193
GH030423,4,6,none,0,7192,7193
GH030423,4,7,none,0,7192,7193
GH030423,4,8,none,0,7192,7193
GH030423,4,9,none,0,7192,7193
GH030423,5,0,none,0,7180,7181
GH030423,5,1,none,0,7192,7193
GH030423,5,10,none,0,7192,7193
GH030423,5,11,none,0,7192,7193
GH030423,5,12,none,0,7192,7193
GH030423,5,13,none,0,7192,7193
GH030423,5,14,none,0,7192,7193
GH030423,5,2,none,0,7192,7193
GH030423,5,3,none,0,7192,7193
GH030423,5,4,none,0,7192,7193
GH030423,5,6,none,0,7192,7193
GH030423,5,7,none,0,7192,7193
GH030423,5,8,none,0,7192,7193
GH030423,5,9,none,0,7192,7193
GH030423,6,0,none,0,7180,7181
GH030423,6,1,none,0,7192,7193
GH030423,6,10,none,0,7192,7193
GH030423,6,11,none,0,1070,1071
GH030423,6,11,quiver,1071,1102,32
GH030423,6,11,none,1103,7192,6090
GH030423,6,12,none,0,4814,4815
GH030423,6,12,quiver,4815,4860,46
GH030423,6,12,none,4861,7192,2332
GH030423,6,13,none,0,7192,7193
GH030423,6,14,none,0,7192,7193
GH030423,6,2,none,0,7192,7193
GH030423,6,3,none,0,7192,7193
GH030423,6,4,none,0,7192,7193
GH030423,6,5,none,0,7192,7193
GH030423,6,7,none,0,7192,7193
GH030423,6,8,none,0,7192,7193
GH030423,6,9,none,0,7192,7193
GH030423,7,0,none,0,2426,2427
GH030423,7,0,frontal_display,2427,2464,38
GH030423,7,0,none,2465,4870,2406
GH030423,7,0,frontal_display,4871,4892,22
GH030423,7,0,none,4893,6953,2061
GH030423,7,0,frontal_display,6954,7056,103
GH030423,7,0,none,7057,7180,124
GH030423,7,1,none,0,7192,7193
GH030423,7,10,none,0,7192,7193
GH030423,7,11,none,0,4071,4072
GH030423,7,11,frontal_display,4072,4117,46
GH030423,7,11,none,4118,7192,3075
GH030423,7,12,none,0,2549,2550
GH030423,7,12,frontal_display,2550,2595,46
GH030423,7,12,none,2596,7192,4597
GH030423,7,13,none,0,7192,7193
GH030423,7,14,none,0,7192,7193
GH030423,7,2,none,0,7192,7193
GH030423,7,3,none,0,7192,7193
GH030423,7,4,none,0,7192,7193
GH030423,7,5,none,0,7192,7193
GH030423,7,6,none,0,7192,7193
GH030423,7,8,none,0,4361,4362
GH030423,7,8,chase,4362,4379,18
GH030423,7,8,none,4380,7192,2813
GH030423,7,9,none,0,7192,7193
GH030423,8,0,none,0,7180,7181
GH030423,8,1,none,0,7192,7193
GH030423,8,10,none,0,7192,7193
GH030423,8,11,none,0,2784,2785
GH030423,8,11,quiver,2785,2831,47
GH030423,8,11,none,2832,7192,4361
GH030423,8,12,none,0,7192,7193
GH030423,8,13,none,0,7192,7193
GH030423,8,14,none,0,1941,1942
GH030423,8,14,quiver,1942,1968,27
GH030423,8,14,none,1969,1979,11
GH030423,8,14,quiver,1980,1994,15
GH030423,8,14,none,1995,7192,5198
GH030423,8,2,none,0,7192,7193
GH030423,8,3,none,0,7192,7193
GH030423,8,4,none,0,7192,7193
GH030423,8,5,none,0,7192,7193
GH030423,8,6,none,0,7192,7193
GH030423,8,7,none,0,4388,4389
GH030423,8,7,dart_bite,4389,4424,36
GH030423,8,7,none,4425,4441,17
GH030423,8,7,frontal_display,4442,4479,38
GH030423,8,7,none,4480,7192,2713
GH030423,8,9,none,0,7192,7193
GH030423,9,0,none,0,7180,7181
GH030423,9,1,none,0,7192,7193
GH030423,9,10,none,0,7192,7193
GH030423,9,11,none,0,7192,7193
GH030423,9,12,none,0,7192,7193
GH030423,9,13,none,0,6181,6182
GH030423,9,13,quiver,6182,6227,46
GH030423,9,13,none,6228,7192,965
GH030423,9,14,none,0,7192,7193
GH030423,9,2,none,0,7192,7193
GH030423,9,3,none,0,4366,4367
GH030423,9,3,approach,4367,4454,88
GH030423,9,3,none,4455,5773,1319
GH030423,9,3,frontal_display,5774,5827,54
GH030423,9,3,none,5828,7192,1365
GH030423,9,4,none,0,7192,7193
GH030423,9,5,none,0,7192,7193
GH030423,9,6,none,0,7192,7193
GH030423,9,7,none,0,7192,7193
GH030423,9,8,none,0,7192,7193
GH030451,0,1,none,0,2209,2210
GH030451,0,1,frontal_display,2210,2286,77
GH030451,0,1,none,2287,17096,14810
GH030451,0,1,dart_bite,17097,17142,46
GH030451,0,1,none,17143,21209,4067
GH030451,0,10,none,0,21209,21210
GH030451,0,11,none,0,3595,3596
GH030451,0,11,lateral_display,3596,3638,43
GH030451,0,11,none,3639,7174,3536
GH030451,0,11,lateral_display,7175,7242,68
GH030451,0,11,none,7243,8621,1379
GH030451,0,11,lateral_display,8622,8697,76
GH030451,0,11,none,8698,16219,7522
GH030451,0,11,lateral_display,16220,16295,76
GH030451,0,11,none,16296,21209,4914
GH030451,0,12,none,0,3754,3755
GH030451,0,12,approach,3755,3792,38
GH030451,0,12,none,3793,3814,22
GH030451,0,12,chase,3815,3949,135
GH030451,0,12,none,3950,7669,3720
GH030451,0,12,lateral_display,7670,7722,53
GH030451,0,12,none,7723,10133,2411
GH030451,0,12,frontal_display,10134,10182,49
GH030451,0,12,none,10183,11666,1484
GH030451,0,12,frontal_display,11667,11700,34
GH030451,0,12,chase,11701,11757,57
GH030451,0,12,none,11758,13354,1597
GH030451,0,12,frontal_display,13355,13400,46
GH030451,0,12,none,13401,14609,1209
GH030451,0,12,chase,14610,14669,60
GH030451,0,12,approach,14670,14681,12
GH030451,0,12,none,14682,20986,6305
GH030451,0,12,lateral_display,20987,21056,70
GH030451,0,12,dart_bite,21057,21095,39
GH030451,0,12,none,21096,21209,114
GH030451,0,13,none,0,1256,1257
GH030451,0,13,frontal_display,1257,1325,69
GH030451,0,13,none,1326,2194,869
GH030451,0,13,approach,2195,2209,15
GH030451,0,13,none,2210,2289,80
GH030451,0,13,dart_bite,2290,2305,16
GH030451,0,13,none,2306,14219,11914
GH030451,0,13,frontal_display,14220,14265,46
GH030451,0,13,none,14266,16646,2381
GH030451,0,13,dart_bite,16647,16688,42
GH030451,0,13,none,16689,16691,3
GH030451,0,13,dart_bite,16692,16730,39
GH030451,0,13,none,16731,17561,831
GH030451,0,13,frontal_display,17562,17607,46
GH030451,0,13,none,17608,21209,3602
GH030451,0,14,none,0,9454,9455
GH030451,0,14,frontal_display,9455,9529,75
GH030451,0,14,dart_bite,9530,9545,16
GH030451,0,14,chase,9546,9620,75
GH030451,0,14,none,9621,13766,4146
GH030451,0,14,chase,13767,13830,64
GH030451,0,14,none,13831,21209,7379
GH030451,0,2,none,0,21209,21210
GH030451,0,3,none,0,827,828
GH030451,0,3,approach,828,915,88
GH030451,0,3,none,916,1069,154
GH030451,0,3,frontal_display,1070,1130,61
GH030451,0,3,none,1131,2854,1724
GH030451,0,3,frontal_display,2855,2892,38
GH030451,0,3,none,2893,3709,817
GH030451,0,3,approach,3710,3754,45
GH030451,0,3,none,3755,11156,7402
GH030451,0,3,frontal_display,11157,11198,42
GH030451,0,3,none,11199,11480,282
GH030451,0,3,chase,11481,11524,44
GH030451,0,3,none,11525,21209,9685
GH030451,0,4,none,0,3949,3950
GH030451,0,4,approach,3950,3989,40
GH030451,0,4,none,3990,21209,17220
GH030451,0,5,none,0,21209,21210
GH030451,0,6,none,0,4141,4142
GH030451,0,6,chase,4142,4281,140
GH030451,0,6,none,4282,5852,1571
GH030451,0,6,approach,5853,5900,48
GH030451,0,6,none,5901,14681,8781
GH030451,0,6,frontal_display,14682,14722,41
GH030451,0,6,none,14723,21209,6487
GH030451,0,7,none,0,21209,21210
GH030451,0,8,none,0,2471,2472
GH030451,0,8,dart_bite,2472,2510,39
GH030451,0,8,none,2511,11409,8899
GH030451,0,8,chase,11410,11478,69
GH030451,0,8,none,11479,21209,9731
GH030451,0,9,none,0,1781,1782
GH030451,0,9,approach,1782,1831,50
GH030451,0,9,none,1832,18169,16338
GH030451,0,9,approach,18170,18245,76
GH030451,0,9,none,18246,21209,2964
GH030451,1,0,none,0,6784,6785
GH030451,1,0,frontal_display,6785,6837,53
GH030451,1,0,none,6838,16459,9622
GH030451,1,0,frontal_display,16460,16520,61
GH030451,1,0,none,16521,21209,4689
GH030451,1,10,none,0,21209,21210
GH030451,1,11,none,0,4068,4069
GH030451,1,11,lateral_display,4069,4137,69
GH030451,1,11,none,4138,9199,5062
GH030451,1,11,lateral_display,9200,9260,61
GH030451,1,11,none,9261,12101,2841
GH030451,1,11,dart_bite,12102,12139,38
GH030451,1,11,none,12140,21209,9070
GH030451,1,12,none,0,21209,21210
GH030451,1,13,none,0,2204,2205
GH030451,1,13,frontal_display,2205,2262,58
GH030451,1,13,none,2263,21209,18947
GH030451,1,14,none,0,3371,3372
GH030451,1,14,frontal_display,3372,3457,86
GH030451,1,14,none,3458,8314,4857
GH030451,1,14,frontal_display,8315,8375,61
GH030451,1,14,none,8376,15446,7071
GH030451,1,14,lateral_display,15447,15498,52
GH030451,1,14,dart_bite,15499,15537,39
GH030451,1,14,none,15538,19624,4087
GH030451,1,14,lateral_display,19625,19692,68
GH030451,1,14,none,19693,20681,989
GH030451,1,14,frontal_display,20682,20727,46
GH030451,1,14,none,20728,21209,482
GH030451,1,2,none,0,21209,21210
GH030451,1,3,none,0,21209,21210
GH030451,1,4,none,0,21209,21210
GH030451,1,5,none,0,21209,21210
GH030451,1,6,none,0,21209,21210
GH030451,1,7,none,0,21209,21210
GH030451,1,8,none,0,21209,21210
GH030451,1,9,none,0,21209,21210
GH030451,10,0,none,0,2344,2345
GH030451,10,0,quiver,2345,2450,106
GH030451,10,0,none,2451,3369,919
GH030451,10,0,quiver,3370,3422,53
GH030451,10,0,none,3423,5149,1727
GH030451,10,0,quiver,5150,5190,41
GH030451,10,0,none,5191,5299,109
GH030451,10,0,quiver,5300,5422,123
GH030451,10,0,none,5423,9866,4444
GH030451,10,0,quiver,9867,9957,91
GH030451,10,0,none,9958,11006,1049
GH030451,10,0,quiver,11007,11082,76
GH030451,10,0,none,11083,13444,2362
GH030451,10,0,quiver,13445,13557,113
GH030451,10,0,none,13558,13616,59
GH030451,10,0,quiver,13617,13633,17
GH030451,10,0,none,13634,13671,38
GH030451,10,0,quiver,13672,13692,21
GH030451,10,0,none,13693,14006,314
GH030451,10,0,quiver,14007,14059,53
GH030451,10,0,none,14060,15686,1627
GH030451,10,0,quiver,15687,15753,67
GH030451,10,0,none,15754,15811,58
GH030451,10,0,quiver,15812,15829,18
GH030451,10,0,none,15830,16556,727
GH030451,10,0,quiver,16557,16623,67
GH030451,10,0,none,16624,17044,421
GH030451,10,0,quiver,17045,17112,68
GH030451,10,0,none,17113,17816,704
GH030451,10,0,quiver,17817,17982,166
GH030451,10,0,none,17983,20636,2654
GH030451,10,0,quiver,20637,20704,68
GH030451,10,0,none,20705,21209,505
GH030451,10,1,none,0,21209,21210
GH030451,10,11,none,0,9971,9972
GH030451,10,11,frontal_display,9972,10025,54
GH030451,10,11,none,10026,10079,54
GH030451,10,11,frontal_display,10080,10100,21
GH030451,10,11,none,10101,15829,5729
GH030451,10,11,frontal_display,15830,15875,46
GH030451,10,11,none,15876,21209,5334
GH030451,10,12,none,0,21209,21210
GH030451,10,13,none,0,16623,16624
GH030451,10,13,quiver,16624,16710,87
GH030451,10,13,none,16711,21209,4499
GH030451,10,14,none,0,13633,13634
GH030451,10,14,quiver,13634,13671,38
GH030451,10,14,none,13672,21209,7538
GH030451,10,2,none,0,21209,21210
GH030451,10,3,none,0,11220,11221
GH030451,10,3,frontal_display,11221,11261,41
GH030451,10,3,dart_bite,11262,11307,46
GH030451,10,3,none,11308,21209,9902
GH030451,10,4,none,0,21209,21210
GH030451,10,5,none,0,21209,21210
GH030451,10,6,none,0,21209,21210
GH030451,10,7,none,0,21209,21210
GH030451,10,8,none,0,11169,11170
GH030451,10,8,frontal_display,11170,11220,51
GH030451,10,8,none,11221,21209,9989
GH030451,10,9,none,0,21209,21210
GH030451,11,0,none,0,1481,1482
GH030451,11,0,lateral_display,1482,1547,66
GH030451,11,0,none,1548,3026,1479
GH030451,11,0,frontal_display,3027,3105,79
GH030451,11,0,none,3106,3544,439
GH030451,11,0,frontal_display,3545,3642,98
GH030451,11,0,none,3643,5929,2287
GH030451,11,0,frontal_display,5930,5970,41
GH030451,11,0,none,5971,6971,1001
GH030451,11,0,frontal_display,6972,7005,34
GH030451,11,0,none,7006,7151,146
GH030451,11,0,lateral_display,7152,7234,83
GH030451,11,0,none,7235,7264,30
GH030451,11,0,frontal_display,7265,7269,5
GH030451,11,0,none,7270,8509,1240
GH030451,11,0,frontal_display,8510,8556,47
GH030451,11,0,none,8557,9829,1273
GH030451,11,0,frontal_display,9830,9888,59
GH030451,11,0,none,9889,11599,1711
GH030451,11,0,lateral_display,11600,11659,60
GH030451,11,0,none,11660,15551,3892
GH030451,11,0,dart_bite,15552,15590,39
GH030451,11,0,none,15591,16226,636
GH030451,11,0,lateral_display,16227,16309,83
GH030451,11,0,frontal_display,16310,16354,45
GH030451,11,0,dart_bite,16355,16385,31
GH030451,11,0,lateral_display,16386,16398,13
GH030451,11,0,dart_bite,16399,16474,76
GH030451,11,0,frontal_display,16475,16527,53
GH030451,11,0,none,16528,18656,2129
GH030451,11,0,frontal_display,18657,18702,46
GH030451,11,0,none,18703,18806,104
GH030451,11,0,frontal_display,18807,18897,91
GH030451,11,0,none,18898,18913,16
GH030451,11,0,frontal_display,18914,18972,59
GH030451,11,0,none,18973,21209,2237
GH030451,11,1,none,0,4061,4062
GH030451,11,1,lateral_display,4062,4145,84
GH030451,11,1,none,4146,9176,5031
GH030451,11,1,frontal_display,9177,9245,69
GH030451,11,1,none,9246,9424,179
GH030451,11,1,frontal_display,9425,9477,53
GH030451,11,1,none,9478,12071,2594
GH030451,11,1,frontal_display,12072,12116,45
GH030451,11,1,none,12117,17702,5586
GH030451,11,1,approach,17703,17761,59
GH030451,11,1,none,17762,21209,3448
GH030451,11,10,none,0,21209,21210
GH030451,11,12,none,0,6724,6725
GH030451,11,12,frontal_display,6725,6775,51
GH030451,11,12,none,6776,21209,14434
GH030451,11,13,none,0,21209,21210
GH030451,11,14,none,0,17772,17773
GH030451,11,14,frontal_display,17773,17795,23
GH030451,11,14,none,17796,21209,3414
GH030451,11,2,none,0,21209,21210
GH030451,11,3,none,0,11329,11330
GH030451,11,3,chase,11330,11339,10
GH030451,11,3,none,11340,11433,94
GH030451,11,3,chase,11434,11442,9
GH030451,11,3,none,11443,21209,9767
GH030451,11,4,none,0,21209,21210
GH030451,11,5,none,0,21209,21210
GH030451,11,6,none,0,21209,21210
GH030451,11,7,none,0,21209,21210
GH030451,11,8,none,0,1601,1602
GH030451,11,8,frontal_display,1602,1640,39
GH030451,11,8,none,1641,4706,3066
GH030451,11,8,frontal_display,4707,4767,61
GH030451,11,8,none,4768,5081,314
GH030451,11,8,frontal_display,5082,5142,61
GH030451,11,8,none,5143,6019,877
GH030451,11,8,frontal_display,6020,6075,56
GH030451,11,8,none,6076,8426,2351
GH030451,11,8,dart_bite,8427,8477,51
GH030451,11,8,frontal_display,8478,8509,32
GH030451,11,8,none,8510,15431,6922
GH030451,11,8,frontal_display,15432,15485,54
GH030451,11,8,none,15486,19579,4094
GH030451,11,8,lateral_display,19580,19632,53
GH030451,11,8,none,19633,19892,260
GH030451,11,8,frontal_display,19893,19951,59
GH030451,11,8,approach,19952,19954,3
GH030451,11,8,none,19955,21209,1255
GH030451,11,9,none,0,4301,4302
GH030451,11,9,dart_bite,4302,4345,44
GH030451,11,9,none,4346,21209,16864
GH030451,12,0,none,0,13309,13310
GH030451,12,0,chase,13310,13354,45
GH030451,12,0,none,13355,21209,7855
GH030451,12,1,none,0,21209,21210
GH030451,12,10,none,0,21209,21210
GH030451,12,11,none,0,21209,21210
GH030451,12,13,none,0,386,387
GH030451,12,13,approach,387,455,69
GH030451,12,13,none,456,761,306
GH030451,12,13,approach,762,852,91
GH030451,12,13,none,853,1534,682
GH030451,12,13,frontal_display,1535,1595,61
GH030451,12,13,none,1596,9161,7566
GH030451,12,13,dart_bite,9162,9207,46
GH030451,12,13,none,9208,20486,11279
GH030451,12,13,chase,20487,20532,46
GH030451,12,13,none,20533,21209,677
GH030451,12,14,none,0,5209,5210
GH030451,12,14,chase,5210,5285,76
GH030451,12,14,none,5286,5299,14
GH030451,12,14,chase,5300,5420,121
GH030451,12,14,none,5421,13886,8466
GH030451,12,14,chase,13887,13924,38
GH030451,12,14,none,13925,14831,907
GH030451,12,14,chase,14832,14892,61
GH030451,12,14,none,14893,21209,6317
GH030451,12,2,none,0,81,82
GH030451,12,2,frontal_display,82,203,122
GH030451,12,2,none,204,5524,5321
GH030451,12,2,approach,5525,5614,90
GH030451,12,2,none,5615,21209,15595
GH030451,12,3,none,0,21209,21210
GH030451,12,4,none,0,5876,5877
GH030451,12,4,frontal_display,5877,5937,61
GH030451,12,4,none,5938,16586,10649
GH030451,12,4,chase,16587,16632,46
GH030451,12,4,none,16633,21209,4577
GH030451,12,5,none,0,21209,21210
GH030451,12,6,none,0,21209,21210
GH030451,12,7,none,0,15626,15627
GH030451,12,7,frontal_display,15627,15665,39
GH030451,12,7,none,15666,21209,5544
GH030451,12,8,none,0,21209,21210
GH030451,12,9,none,0,21209,21210
GH030451,13,0,none,0,16984,16985
GH030451,13,0,approach,16985,17037,53
GH030451,13,0,none,17038,21209,4172
GH030451,13,1,none,0,17059,17060
GH030451,13,1,frontal_display,17060,17120,61
GH030451,13,1,none,17121,21209,4089
GH030451,13,10,none,0,21209,21210
GH030451,13,11,none,0,21209,21210
GH030451,13,12,none,0,15356,15357
GH030451,13,12,approach,15357,15432,76
GH030451,13,12,none,15433,17194,1762
GH030451,13,12,frontal_display,17195,17199,5
GH030451,13,12,none,17200,19354,2155
GH030451,13,12,frontal_display,19355,19392,38
GH030451,13,12,none,19393,21209,1817
GH030451,13,14,none,0,13601,13602
GH030451,13,14,chase,13602,13737,136
GH030451,13,14,none,13738,18409,4672
GH030451,13,14,frontal_display,18410,18445,36
GH030451,13,14,none,18446,21209,2764
GH030451,13,2,none,0,21209,21210
GH030451,13,3,none,0,11126,11127
GH030451,13,3,frontal_display,11127,11209,83
GH030451,13,3,none,11210,21209,10000
GH030451,13,4,none,0,21209,21210
GH030451,13,5,none,0,4109,4110
GH030451,13,5,frontal_display,4110,4145,36
GH030451,13,5,none,4146,15206,11061
GH030451,13,5,frontal_display,15207,15280,74
GH030451,13,5,none,15281,15797,517
GH030451,13,5,frontal_display,15798,15840,43
GH030451,13,5,none,15841,15884,44
GH030451,13,5,dart_bite,15885,15927,43
GH030451,13,5,none,15928,15934,7
GH030451,13,5,frontal_display,15935,16000,66
GH030451,13,5,none,16001,18461,2461
GH030451,13,5,dart_bite,18462,18541,80
GH030451,13,5,none,18542,21209,2668
GH030451,13,6,none,0,4169,4170
GH030451,13,6,chase,4170,4191,22
GH030451,13,6,none,4192,4194,3
GH030451,13,6,chase,4195,4200,6
GH030451,13,6,none,4201,4220,20
GH030451,13,6,chase,4221,4264,44
GH030451,13,6,none,4265,21209,16945
GH030451,13,7,none,0,8164,8165
GH030451,13,7,frontal_display,8165,8217,53
GH030451,13,7,none,8218,11715,3498
GH030451,13,7,dart_bite,11716,11750,35
GH030451,13,7,none,11751,21209,9459
GH030451,13,8,none,0,17464,17465
GH030451,13,8,frontal_display,17465,17547,83
GH030451,13,8,none,17548,21209,3662
GH030451,13,9,none,0,21209,21210
GH030451,14,0,none,0,21209,21210
GH030451,14,1,none,0,15424,15425
GH030451,14,1,frontal_display,15425,15516,92
GH030451,14,1,none,15517,19631,4115
GH030451,14,1,lateral_display,19632,19680,49
GH030451,14,1,none,19681,20644,964
GH030451,14,1,frontal_display,20645,20712,68
GH030451,14,1,none,20713,21209,497
GH030451,14,10,none,0,21209,21210
GH030451,14,11,none,0,21209,21210
GH030451,14,12,none,0,21209,21210
GH030451,14,13,none,0,21209,21210
GH030451,14,2,none,0,21209,21210
GH030451,14,3,none,0,21209,21210
GH030451,14,4,none,0,21209,21210
GH030451,14,5,none,0,21209,21210
GH030451,14,6,none,0,21209,21210
GH030451,14,7,none,0,21209,21210
GH030451,14,8,none,0,21209,21210
GH030451,14,9,none,0,21209,21210
GH030451,2,0,none,0,21209,21210
GH030451,2,1,none,0,21209,21210
GH030451,2,10,none,0,21209,21210
GH030451,2,11,none,0,21209,21210
GH030451,2,12,none,0,131,132
GH030451,2,12,quiver,132,304,173
GH030451,2,12,none,305,2539,2235
GH030451,2,12,quiver,2540,2697,158
GH030451,2,12,none,2698,2741,44
